Generation;Game;Gym;Gym leader;Pokemon;Level;Move 1;Move 2;Move 3;Move 4
8;Sword;Champion Cup;Champion Leon Scorbunny;Inteleon;64;snipe-shot;dark-pulse;mud-shot;tearful-look
8;Sword;Champion Cup;Champion Leon Scorbunny;Charizard;65;fire-blast;air-slash;solar-beam;ancient-power
8;Sword;Champion Cup;Champion Leon Sobble;Aegislash;62;kings-shield;shadow-ball;sacred-sword;flash-cannon
8;Sword;Champion Cup;Champion Leon Sobble;Dragapult;62;shadow-ball;flamethrower;thunderbolt;dragon-breath
8;Sword;Champion Cup;Champion Leon Sobble;Haxorus;63;poison-jab;iron-tail;outrage;earthquake
8;Sword;Champion Cup;Champion Leon Sobble;Rhyperior;64;earthquake;stone-edge;megahorn;heat-crash
8;Sword;Champion Cup;Champion Leon Sobble;Rillaboom;64;drum-beating;knock-off;high-horsepower;endeavor
8;Sword;Champion Cup;Champion Leon Sobble;Charizard;65;fire-blast;air-slash;solar-beam;ancient-power
8;Shield;Turffield;Milo;Gossifleur;19;magical-leaf;round;rapid-spin;
8;Shield;Turffield;Milo;Eldegoss;20;magical-leaf;leafage;round;
8;Shield;Hulbury;Nessa;Goldeen;22;water-pulse;whirlpool;horn-attack;agility
8;Shield;Hulbury;Nessa;Arrokuda;23;aqua-jet;bite;whirlpool;fury-attack
8;Shield;Hulbury;Nessa;Drednaw;24;razor-shell;water-gun;bite;headbutt
8;Shield;Motostoke;Kabu;Ninetales;25;will-o-wisp;fire-spin;quick-attack;ember
8;Shield;Motostoke;Kabu;Arcanine;25;will-o-wisp;flame-wheel;bite;agility
8;Shield;Motostoke;Kabu;Centiskorch;27;flame-wheel;coil;bug-bite;smokescreen
8;Shield;Stow-on-Side;Allister;Yamask;34;brutal-swing;hex;disable;
8;Shield;Stow-on-Side;Allister;Mimikyu;34;shadow-sneak;baby-doll-eyes;hone-claws;slash
8;Shield;Stow-on-Side;Allister;Cursola;35;ancient-power;curse;hex;
8;Shield;Stow-on-Side;Allister;Gengar;36;venoshock;hex;hypnosis;payback
8;Shield;Ballonlea;Opal;Weezing;36;sludge;fairy-wing;tackle;
8;Shield;Ballonlea;Opal;Mawile;36;draining-kiss;crunch;iron-defense;astonish
8;Shield;Ballonlea;Opal;Togekiss;37;air-slash;draining-kiss;ancient-power;
8;Shield;Ballonlea;Opal;Alcremie;38;draining-kiss;acid-armor;sweet-kiss;
8;Shield;Circhester;Melony;Frosmoth;40;icy-wind;feather-dance;bug-buzz;hail
8;Shield;Circhester;Melony;Darmanitan;40;icicle-crash;headbutt;taunt;fire-fang
8;Shield;Circhester;Melony;Eiscue;41;amnesia;freeze-dry;hail;icy-wind
8;Shield;Circhester;Melony;Lapras;42;icy-wind;ice-beam;surf;sing
8;Shield;Spikemuth;Piers;Scrafty;44;fake-out;sand-attack;brick-break;payback
8;Shield;Spikemuth;Piers;Malamar;45;night-slash;foul-play;psycho-cut;payback
8;Shield;Spikemuth;Piers;Skuntank;45;sucker-punch;screech;toxic;snarl
8;Shield;Spikemuth;Piers;Obstagoon;46;obstruct;throat-chop;counter;shadow-claw
8;Shield;Hammerlocke;Raihan;Gigalith;46;stealth-rock;sand-tomb;rock-blast;body-press
8;Shield;Hammerlocke;Raihan;Flygon;47;thunder-punch;breaking-swipe;crunch;steel-wing
8;Shield;Hammerlocke;Raihan;Sandaconda;46;protect;glare;fire-fang;earth-power
8;Shield;Hammerlocke;Raihan;Duraludon;48;breaking-swipe;body-press;stone-edge;iron-head
8;Shield;Champion Cup;Marnie;Liepard;47;fake-out;torment;nasty-plot;snarl
8;Shield;Champion Cup;Marnie;toxicroak;47;venoshock;sucker-punch;swagger;toxic
8;Shield;Champion Cup;Marnie;Scrafty;47;swagger;scary-face;brick-break;crunch
8;Shield;Champion Cup;Marnie;Morpeko;48;bullet-seed;torment;spark;bite
8;Shield;Champion Cup;Marnie;Grimmsnarl;49;spirit-break;darkest-lariat;bulk-up;torment
8;Shield;Champion Cup;Hop Scorbunny;Dubwool;48;cotton-guard;reversal;body-slam;zen-headbutt
8;Shield;Champion Cup;Hop Scorbunny;Corviknight;48;steel-wing;drill-peck;scary-face;swagger
8;Shield;Champion Cup;Hop Scorbunny;Pincurchin;47;thunderbolt;poison-jab;curse;
8;Shield;Champion Cup;Hop Scorbunny;Snorlax;47;heavy-slam;high-horsepower;hammer-arm;
8;Shield;Champion Cup;Hop Scorbunny;Inteleon;49;snipe-shot;mud-shot;icy-wind;dark-pulse
8;Shield;Champion Cup;Hop Sobble;Dubwool;48;cotton-guard;reversal;body-slam;zen-headbutt
8;Shield;Champion Cup;Hop Sobble;Corviknight;48;steel-wing;drill-peck;scary-face;swagger
8;Shield;Champion Cup;Hop Sobble;Pincurchin;47;thunderbolt;poison-jab;curse;
8;Shield;Champion Cup;Hop Sobble;Snorlax;47;heavy-slam;high-horsepower;hammer-arm;
8;Shield;Champion Cup;Hop Sobble;Rillaboom;49;drum-beating;high-horsepower;snarl;uproar
8;Shield;Champion Cup;Hop Grookey;Dubwool;48;cotton-guard;reversal;body-slam;zen-headbutt
8;Shield;Champion Cup;Hop Grookey;Corviknight;48;steel-wing;drill-peck;scary-face;swagger
8;Shield;Champion Cup;Hop Grookey;Pincurchin;47;thunderbolt;poison-jab;curse;
8;Shield;Champion Cup;Hop Grookey;Snorlax;47;heavy-slam;high-horsepower;hammer-arm;
8;Shield;Champion Cup;Hop Grookey;Cinderace;49;pyro-ball;counter;gunk-shot;bounce
8;Shield;Champion Cup;Bede;Mawile;51;play-rough;iron-head;crunch;
8;Shield;Champion Cup;Bede;Gardevoir;51;dazzling-gleam;psychic;calm-mind;wish
8;Shield;Champion Cup;Bede;Rapidash;52;psycho-cut;take-down;dazzling-gleam;quick-attack
8;Shield;Champion Cup;Bede;Hatterene;53;psychic;dazzling-gleam;calm-mind;mystical-fire
8;Shield;Champion Cup;Nessa;Golisopod;51;first-impression;liquidation;swords-dance;shadow-claw
8;Shield;Champion Cup;Nessa;Pelipper;51;roost;air-slash;water-pulse;tailwind
8;Shield;Champion Cup;Nessa;Barraskewda;52;liquidation;throat-chop;ice-fang;drill-run
8;Shield;Champion Cup;Nessa;Seaking;52;smart-strike;megahorn;aqua-ring;waterfall
8;Shield;Champion Cup;Nessa;Drednaw;53;liquidation;jaw-lock;rock-tomb;crunch
8;Shield;Champion Cup;Allister;Dusknoir;52;shadow-punch;thunder-punch;rock-tomb;disable
8;Shield;Champion Cup;Allister;Chandelure;52;shadow-ball;mystical-fire;will-o-wisp;
8;Shield;Champion Cup;Allister;Cursola;53;hex;strength-sap;ancient-power;amnesia
8;Shield;Champion Cup;Allister;Polteageist;53;shadow-ball;protect;nasty-plot;giga-drain
8;Shield;Champion Cup;Allister;Gengar;54;shadow-ball;sludge-bomb;dark-pulse;hypnosis
8;Shield;Champion Cup;Raihan;Torkoal;53;lava-plume;body-press;solar-beam;yawn
8;Shield;Champion Cup;Raihan;Goodra;54;rain-dance;surf;thunder;muddy-water
8;Shield;Champion Cup;Raihan;Turtonator;54;sunny-day;dragon-pulse;shell-trap;fire-blast
8;Shield;Champion Cup;Raihan;Flygon;54;sandstorm;dragon-claw;earthquake;crunch
8;Shield;Champion Cup;Raihan;Duraludon;55;dragon-claw;body-press;stone-edge;iron-head
8;Shield;Champion Cup;Champion Leon Grookey;Aegislash;62;kings-shield;shadow-ball;sacred-sword;flash-cannon
8;Shield;Champion Cup;Champion Leon Grookey;Dragapult;62;shadow-ball;flamethrower;thunderbolt;dragon-breath
8;Shield;Champion Cup;Champion Leon Grookey;Haxorus;63;poison-jab;iron-tail;outrage;earthquake
8;Shield;Champion Cup;Champion Leon Grookey;Seismitoad;64;toxic;drain-punch;liquidation;earthquake
8;Shield;Champion Cup;Champion Leon Grookey;Cinderace;64;pyro-ball;feint;acrobatics;quick-attack
8;Shield;Champion Cup;Champion Leon Grookey;Charizard;65;fire-blast;air-slash;solar-beam;ancient-power
8;Shield;Champion Cup;Champion Leon Scorbunny;Aegislash;62;kings-shield;shadow-ball;sacred-sword;flash-cannon
8;Shield;Champion Cup;Champion Leon Scorbunny;Dragapult;62;shadow-ball;flamethrower;thunderbolt;dragon-breath
8;Shield;Champion Cup;Champion Leon Scorbunny;Haxorus;63;poison-jab;iron-tail;outrage;earthquake
8;Shield;Champion Cup;Champion Leon Scorbunny;Mr. Rime;64;teeter-dance;psychic;freeze-dry;thunderbolt
8;Shield;Champion Cup;Champion Leon Scorbunny;Inteleon;64;snipe-shot;dark-pulse;mud-shot;tearful-look
8;Shield;Champion Cup;Champion Leon Scorbunny;Charizard;65;fire-blast;air-slash;solar-beam;ancient-power
8;Shield;Champion Cup;Champion Leon Sobble;Aegislash;62;kings-shield;shadow-ball;sacred-sword;flash-cannon
8;Shield;Champion Cup;Champion Leon Sobble;Dragapult;62;shadow-ball;flamethrower;thunderbolt;dragon-breath
8;Shield;Champion Cup;Champion Leon Sobble;Haxorus;63;poison-jab;iron-tail;outrage;earthquake
8;Shield;Champion Cup;Champion Leon Sobble;Rhyperior;64;earthquake;stone-edge;megahorn;heat-crash
8;Shield;Champion Cup;Champion Leon Sobble;Rillaboom;64;drum-beating;knock-off;high-horsepower;endeavor
8;Shield;Champion Cup;Champion Leon Sobble;Charizard;65;fire-blast;air-slash;solar-beam;ancient-power
9;Scarlet;Cortondo;Katy;Nymble;14;struggle-bug;double-kick;;
9;Scarlet;Cortondo;Katy;Tarountula;14;bug-bite;assurance;;
9;Scarlet;Cortondo;Katy;Teddiursa;15;fury-cutter;fury-swipes;;
9;Scarlet;Artazon;Brassius;Petilil;16;sleep-powder;mega-drain;;
9;Scarlet;Artazon;Brassius;Smoliv;16;tackle;razor-leaf;;
9;Scarlet;Artazon;Brassius;Sudowoodo;17;trailblaze;rock-throw;;
9;Scarlet;Levincia;Iono;Wattrel;23;pluck;quick-attack;spark;
9;Scarlet;Levincia;Iono;Bellibolt;23;water-gun;spark;;
9;Scarlet;Levincia;Iono;Luxio;23;spark;bite;;
9;Scarlet;Levincia;Iono;Mismagius;24;charge-beam;hex;confuse-ray;
9;Scarlet;Cascarrafa;Kofu;Veluza;29;slash;pluck;aqua-cutter;
9;Scarlet;Cascarrafa;Kofu;Wugtrio;29;mud-slap;water-pulse;headbutt;
9;Scarlet;Cascarrafa;Kofu;Crabominable;30;crabhammer;rock-smash;slam;
9;Scarlet;Medali;Larry;Komala;35;yawn;sucker-punch;slam;
9;Scarlet;Medali;Larry;Dudunsparce;35;hyper-drill;drill-run;glare;
9;Scarlet;Medali;Larry;Staraptor;36;facade;aerial-ace;;
9;Scarlet;Montenevera;Ryme;Banette;41;icy-wind;sucker-punch;shadow-sneak;
9;Scarlet;Montenevera;Ryme;Mimikyu;41;light-screen;shadow-sneak;slash;
9;Scarlet;Montenevera;Ryme;Houndstone;41;play-rough;crunch;phantom-force;
9;Scarlet;Montenevera;Ryme;Toxtricity;42;discharge;hex;hyper-voice;
9;Scarlet;Alfornada;Tulip;Farigiraf;44;crunch;zen-headbutt;reflect;
9;Scarlet;Alfornada;Tulip;Gardevoir;44;psychic;dazzling-gleam;energy-ball;
9;Scarlet;Alfornada;Tulip;Espathra;44;psychic;quick-attack;shadow-ball;
9;Scarlet;Alfornada;Tulip;Florges;45;psychic;moonblast;Petal blizzard;
9;Scarlet;Glaseado;Grusha;Frosmoth;47;blizzard;bug-buzz;tailwind;
9;Scarlet;Glaseado;Grusha;Beartic;47;aqua-jet;icicle-crash;earthquake;
9;Scarlet;Glaseado;Grusha;Cetitan;47;ice-spinner;liquidation;ice-shard;
9;Scarlet;Glaseado;Grusha;Altaria;48;ice-beam;dragon-pulse;moonblast;hurricane
9;Scarlet;Elite Four;Rika;Whiscash;57;muddy-water;earth-power;blizzard;future-sight
9;Scarlet;Elite Four;Rika;Camerupt;57;earth-power;fire-blast;flash-cannon;yawn
9;Scarlet;Elite Four;Rika;Donphan;57;earthquake;stone-edge;iron-head;poison-jab
9;Scarlet;Elite Four;Rika;Dugtrio;57;earthquake;rock-slide;sucker-punch;sandstorm
9;Scarlet;Elite Four;Rika;Clodsire;58;earthquake;liquidation;toxic;protect
9;Scarlet;Elite Four;Poppy;Copperajah;58;high-horsepower;play-rough;heavy-slam;stealth-rock
9;Scarlet;Elite Four;Poppy;Magnezone;58;discharge;flash-cannon;light-screen;tri-attack
9;Scarlet;Elite Four;Poppy;Bronzong;58;iron-head;zen-headbutt;rock-blast;earthquake
9;Scarlet;Elite Four;Poppy;Corviknight;58;brave-bird;iron-head;body-press;iron-defense
9;Scarlet;Elite Four;Larry;Tropius;59;air-slash;solar-beam;dragon-pulse;sunny-day
9;Scarlet;Elite Four;Larry;Oricorio;59;revelation-dance;air-slash;teeter-dance;icy-wind
9;Scarlet;Elite Four;Larry;Altaria;59;moonblast;flamethrower;ice-beam;dragon-pulse
9;Scarlet;Elite Four;Larry;Staraptor;59;facade;brave-bird;close-combat;thief
9;Scarlet;Elite Four;Larry;Flamigo;60;brave-bird;close-combat;throat-chop;liquidation
9;Scarlet;Elite Four;Hassel;Noivern;60;air-slash;dragon-pulse;super-fang;hyper-voice
9;Scarlet;Elite Four;Hassel;Haxorus;60;dragon-claw;crunch;iron-head;hyper-voice
9;Scarlet;Elite Four;Hassel;Dragalge;60;sludge-bomb;dragon-pulse;hydro-pump;thunderbolt
9;Scarlet;Elite Four;Hassel;Flapple;60;dragon-rush;seed-bomb;aerial-ace;leech-seed
9;Scarlet;Elite Four;Hassel;Baxcalibur;61;icicle-crash;brick-break;glaive-rush;
9;Scarlet;Elite Four;Champion Geeta;Espathra;61;lumina-crash;dazzling-gleam;quick-attack;reflect
9;Scarlet;Elite Four;Champion Geeta;Gogoat;61;horn-leech;zen-headbutt;play-rough;bulk-up
9;Scarlet;Elite Four;Champion Geeta;Veluza;61;aqua-jet;liquidation;psycho-cut;ice-fang
9;Scarlet;Elite Four;Champion Geeta;Avalugg;61;avalanche;crunch;earthquake;body-press
9;Scarlet;Elite Four;Champion Geeta;Kingambit;61;iron-head;kowtow-cleave;zen-headbutt;stone-edge
9;Scarlet;Elite Four;Champion Geeta;Glimmora;62;tera-blast;sludge-wave;earth-power;dazzling-gleam
9;Violet;Cortondo;Katy;Nymble;14;struggle-bug;double-kick;;
9;Violet;Cortondo;Katy;Tarountula;14;bug-bite;assurance;;
9;Violet;Cortondo;Katy;Teddiursa;15;fury-cutter;fury-swipes;;
9;Violet;Artazon;Brassius;Petilil;16;sleep-powder;mega-drain;;
9;Violet;Artazon;Brassius;Smoliv;16;tackle;razor-leaf;;
9;Violet;Artazon;Brassius;Sudowoodo;17;trailblaze;rock-throw;;
9;Violet;Levincia;Iono;Wattrel;23;pluck;quick-attack;spark;
9;Violet;Levincia;Iono;Bellibolt;23;water-gun;spark;;
9;Violet;Levincia;Iono;Luxio;23;spark;bite;;
9;Violet;Levincia;Iono;Mismagius;24;charge-beam;hex;confuse-ray;
9;Violet;Cascarrafa;Kofu;Veluza;29;slash;pluck;aqua-cutter;
9;Violet;Cascarrafa;Kofu;Wugtrio;29;mud-slap;water-pulse;headbutt;
9;Violet;Cascarrafa;Kofu;Crabominable;30;crabhammer;rock-smash;slam;
9;Violet;Medali;Larry;Komala;35;yawn;sucker-punch;slam;
9;Violet;Medali;Larry;Dudunsparce;35;hyper-drill;drill-run;glare;
9;Violet;Medali;Larry;Staraptor;36;facade;aerial-ace;;
9;Violet;Montenevera;Ryme;Banette;41;icy-wind;sucker-punch;shadow-sneak;
9;Violet;Montenevera;Ryme;Mimikyu;41;light-screen;shadow-sneak;slash;
9;Violet;Montenevera;Ryme;Houndstone;41;play-rough;crunch;phantom-force;
9;Violet;Montenevera;Ryme;Toxtricity;42;discharge;hex;hyper-voice;
9;Violet;Alfornada;Tulip;Farigiraf;44;crunch;zen-headbutt;reflect;
9;Violet;Alfornada;Tulip;Gardevoir;44;psychic;dazzling-gleam;energy-ball;
9;Violet;Alfornada;Tulip;Espathra;44;psychic;quick-attack;shadow-ball;
9;Violet;Alfornada;Tulip;Florges;45;psychic;moonblast;Petal blizzard;
9;Violet;Glaseado;Grusha;Frosmoth;47;blizzard;bug-buzz;tailwind;
9;Violet;Glaseado;Grusha;Beartic;47;aqua-jet;icicle-crash;earthquake;
9;Violet;Glaseado;Grusha;Cetitan;47;ice-spinner;liquidation;ice-shard;
9;Violet;Glaseado;Grusha;Altaria;48;ice-beam;dragon-pulse;moonblast;hurricane
9;Violet;Elite Four;Rika;Whiscash;57;muddy-water;earth-power;blizzard;future-sight
9;Violet;Elite Four;Rika;Camerupt;57;earth-power;fire-blast;flash-cannon;yawn
9;Violet;Elite Four;Rika;Donphan;57;earthquake;stone-edge;iron-head;poison-jab
9;Violet;Elite Four;Rika;Dugtrio;57;earthquake;rock-slide;sucker-punch;sandstorm
9;Violet;Elite Four;Rika;Clodsire;58;earthquake;liquidation;toxic;protect
9;Violet;Elite Four;Poppy;Copperajah;58;high-horsepower;play-rough;heavy-slam;stealth-rock
9;Violet;Elite Four;Poppy;Magnezone;58;discharge;flash-cannon;light-screen;tri-attack
9;Violet;Elite Four;Poppy;Bronzong;58;iron-head;zen-headbutt;rock-blast;earthquake
9;Violet;Elite Four;Poppy;Corviknight;58;brave-bird;iron-head;body-press;iron-defense
9;Violet;Elite Four;Larry;Tropius;59;air-slash;solar-beam;dragon-pulse;sunny-day
9;Violet;Elite Four;Larry;Oricorio;59;revelation-dance;air-slash;teeter-dance;icy-wind
9;Violet;Elite Four;Larry;Altaria;59;moonblast;flamethrower;ice-beam;dragon-pulse
9;Violet;Elite Four;Larry;Staraptor;59;facade;brave-bird;close-combat;thief
9;Violet;Elite Four;Larry;Flamigo;60;brave-bird;close-combat;throat-chop;liquidation
9;Violet;Elite Four;Hassel;Noivern;60;air-slash;dragon-pulse;super-fang;hyper-voice
9;Violet;Elite Four;Hassel;Haxorus;60;dragon-claw;crunch;iron-head;hyper-voice
9;Violet;Elite Four;Hassel;Dragalge;60;sludge-bomb;dragon-pulse;hydro-pump;thunderbolt
9;Violet;Elite Four;Hassel;Flapple;60;dragon-rush;seed-bomb;aerial-ace;leech-seed
9;Violet;Elite Four;Hassel;Baxcalibur;61;icicle-crash;brick-break;glaive-rush;
9;Violet;Elite Four;Champion Geeta;Espathra;61;lumina-crash;dazzling-gleam;quick-attack;reflect
9;Violet;Elite Four;Champion Geeta;Gogoat;61;horn-leech;zen-headbutt;play-rough;bulk-up
9;Violet;Elite Four;Champion Geeta;Veluza;61;aqua-jet;liquidation;psycho-cut;ice-fang
9;Violet;Elite Four;Champion Geeta;Avalugg;61;avalanche;crunch;earthquake;body-press
9;Violet;Elite Four;Champion Geeta;Kingambit;61;iron-head;kowtow-cleave;zen-headbutt;stone-edge
9;Violet;Elite Four;Champion Geeta;Glimmora;62;tera-blast;sludge-wave;earth-power;dazzling-gleam
